614.19,446.93,-638.61,-754.61,514.81,-180.59,-7208.1,-20316,-32951,-37508,-32202,-22090,-13541,-8704.1,-5528,-1714.5,2817.1,7011.1,10515,13568,15864,16662,15982,14857,14102,13443,12273,10814,9883.4,9629.1,9168.4,7726.6,5669.6,4019.4
-194.47,-128.31,-1563,-3898.7,-5883.5,-6944.3,-7622,-8675.2,-10023,-10743,-9995.1,-7746.1,-4651.3,-1442.5,1471.5,3974.2,6043.9,7641,8702.5,9182.5,9111.2,8622.7,7899.2,7070.8,6186.1,5278.2,4408.7,3618.6,2883.4,2182.5,1602,1288.5,1261.2,1317.2
2109.9,2126.2,1794.2,1317.5,680.13,-433.5,-2284.6,-4607.3,-6535.8,-7121.6,-6068.2,-4018.7,-2064.1,-861.33,-185.95,640.09,1907.4,3170.9,3740.4,3411.5,2625.7,1974.7,1694.2,1644.2,1599.1,1408.6,967.87,254.31,-546.47,-1101.8,-1248.4,-1184.1,-1224.6,-1406.7
-789.04,-1068.8,-1118.5,-550.71,-1046.1,-6092.3,-17415,-31633,-41669,-42400,-34838,-24462,-15873,-9646.6,-3920.3,2364,8539.7,13701,17802,21048,23074,23345,22055,20065,18007,15914,13733,11726,10104,8623.9,6912.5,5067.2,3571.7,2640.7
-2785.4,-2830,-3030.4,-3534.4,-3977.4,-4223.9,-4955.7,-6933.8,-9669.5,-11414,-10851,-8517.7,-6160.5,-4804.9,-3928.8,-2559.7,-661.17,932.83,1655.2,1754.6,1709.2,1571.2,1151.1,560.42,173.61,87.628,-45.824,-522.15,-1129.2,-1377.5,-1097,-629.21,-429.59,-610.31
11.623,723.52,409.73,-1110.6,-2840.5,-3816.6,-4277.1,-5198.9,-6811.3,-8044.4,-7616.7,-5378.5,-2340.7,445.98,2727.6,4800.2,6788.2,8406.9,9334.2,9591.4,9492.1,9295.2,8951.2,8169.4,6748.4,4882.8,3109,1843.8,962.6,-44.672,-1412.7,-2691.5,-3155.4,-2619.2
-1482.8,-1576.8,-1943.9,-1152.2,512.15,-342.75,-7323.3,-19607,-31106,-35184,-30273,-20562,-11547,-5601.9,-1759,1511.3,4515.9,7024.5,9372.5,12068,14754,16382,16477,15706,14952,14269,13092,11248,9281.7,7760.9,6657.3,5601.9,4473.1,3442.5
-504.56,-1098.7,-1448.4,-1253,-762.1,-766.57,-1977.9,-4248.4,-6430.6,-7205.1,-6208.6,-4329,-2795.5,-2001.1,-1318,-29.548,1786.2,3426.2,4421.9,4929.3,5264.7,5379.4,5032.3,4309.1,3637.6,3251.6,2916.4,2333.2,1596.4,1007.2,561.65,-28.111,-753.64,-1100.2
-2567.7,-2442.2,-2759.1,-2437.3,-1144.7,-1110.8,-5921.6,-16447,-28326,-34704,-32058,-23052,-13484,-6996.9,-3176.8,-25.434,3194.6,6002.8,8405.9,11197,14521,17146,17763,16540,14830,13526,12346,10754,8966.8,7649.2,6956.7,6412.4,5654.9,4837.9
-1771.5,-1280.1,-1618.2,-2945.8,-4484.1,-5468.6,-5966.5,-6552.5,-7374.5,-7856.1,-7337.9,-5749.5,-3517.9,-1013.9,1659.8,4387.7,6846.8,8741.7,10076,10993,11402,11017,9829.8,8355.9,7196.6,6401.5,5475.4,4051.5,2367.9,950.51,-8.1155,-713.21,-1267.9,-1449.3
-900.72,-1307.2,-1459.1,-450.24,970.29,-329.39,-7356.8,-19317,-31026,-36704,-34487,-27137,-18775,-11538,-5313.2,436.67,5588.7,9900.8,13586,16804,19030,19531,18421,16747,15428,14488,13483,12287,11011,9347.7,6612.5,2714,-1230.7,-3657.6
-295.67,-446.08,-914.27,-1152.8,-923.24,-845.78,-1860.1,-4071.2,-6350.1,-7275,-6414.9,-4551.4,-2705.1,-1183.6,338.75,2051.6,3628.5,4627.3,5014,5111.9,5131.4,4955.1,4422.4,3660.7,2997.1,2581,2219.9,1634.6,810.93,27.584,-462.09,-719.46,-1047.7,-1624
